doi,year
10.1016/j.jsbmb.2022.106154,2022.0
10.1016/j.redox.2022.102552,2023.0
10.1016/j.redox.2023.102783,2023.0
10.1016/j.xcrm.2024.101752,2024.0
10.1021/acs.biochem.1c00377,2021.0
10.1021/acs.biochem.2c00288,2022.0
10.1021/acs.biochem.8b00391,2018.0
10.1021/acs.bioconjchem.3c00535,2024.0
10.1021/acs.jmedchem.0c00339,2020.0
10.1021/acs.jmedchem.0c00471,2020.0
10.1021/acs.jmedchem.0c00821,2020.0
10.1021/acs.jmedchem.0c00929,2020.0
10.1021/acs.jmedchem.0c00967,2020.0
10.1021/acs.jmedchem.0c01111,2020.0
10.1021/acs.jmedchem.0c01125,2020.0
10.1021/acs.jmedchem.0c01342,2020.0
10.1021/acs.jmedchem.0c01609,2020.0
10.1021/acs.jmedchem.0c01845,2021.0
10.1021/acs.jmedchem.0c01846,2021.0
10.1021/acs.jmedchem.0c02234,2021.0
10.1021/acs.jmedchem.1c00146,2021.0
10.1021/acs.jmedchem.1c00270,2021.0
10.1021/acs.jmedchem.1c00373,2021.0
10.1021/acs.jmedchem.1c00460,2021.0
10.1021/acs.jmedchem.1c00517,2021.0
10.1021/acs.jmedchem.1c00882,2021.0
10.1021/acs.jmedchem.1c00900,2021.0
10.1021/acs.jmedchem.1c00996,2021.0
10.1021/acs.jmedchem.1c01118,2021.0
10.1021/acs.jmedchem.1c01206,2021.0
10.1021/acs.jmedchem.1c01350,2021.0
10.1021/acs.jmedchem.1c01476,2021.0
10.1021/acs.jmedchem.1c01496,2021.0
10.1021/acs.jmedchem.1c01768,2022.0
10.1021/acs.jmedchem.1c01774,2022.0
10.1021/acs.jmedchem.1c01827,2022.0
10.1021/acs.jmedchem.1c01948,2022.0
10.1021/acs.jmedchem.1c02013,2022.0
10.1021/acs.jmedchem.1c02179,2022.0
10.1021/acs.jmedchem.1c02221,2022.0
10.1021/acs.jmedchem.2c00324,2022.0
10.1021/acs.jmedchem.2c00345,2022.0
10.1021/acs.jmedchem.2c00384,2022.0
10.1021/acs.jmedchem.2c00739,2022.0
